snapshot_date,slug,year,oa_status,ca_works
2026-08-24,uni-stuttgart,2025,closed,682
2026-08-24,uni-stuttgart,2025,hybrid,497
2026-08-24,uni-stuttgart,2025,gold,382
2026-08-24,uni-stuttgart,2025,green,209
2026-08-24,uni-stuttgart,2025,diamond,103
2026-08-24,uni-stuttgart,2025,bronze,39
