snapshot_date,slug,year,oa_status,ca_works
2026-08-31,tu-munich,2025,hybrid,1621
2026-08-31,tu-munich,2025,gold,1339
2026-08-31,tu-munich,2025,closed,992
2026-08-31,tu-munich,2025,green,949
2026-08-31,tu-munich,2025,diamond,181
2026-08-31,tu-munich,2025,bronze,69
