snapshot_date,slug,year,oa_status,ca_works
2026-08-24,tu-braunschweig,2025,gold,378
2026-08-24,tu-braunschweig,2025,hybrid,375
2026-08-24,tu-braunschweig,2025,closed,353
2026-08-24,tu-braunschweig,2025,green,96
2026-08-24,tu-braunschweig,2025,diamond,62
2026-08-24,tu-braunschweig,2025,bronze,23
