snapshot_date,slug,year,oa_status,ca_works
2026-08-10,rwth-aachen,2025,green,1392
2026-08-10,rwth-aachen,2025,hybrid,1141
2026-08-10,rwth-aachen,2025,gold,972
2026-08-10,rwth-aachen,2025,closed,926
2026-08-10,rwth-aachen,2025,diamond,165
2026-08-10,rwth-aachen,2025,bronze,59
