snapshot_date,slug,name,type,openalex_id,ror_id,works_count,cited_by_count,h_index,i10_index,two_yr_mean_citedness
2026-07-18,slub-dresden,SLUB Dresden,library,I3132420320,03wf51b65,1263,485,9,8,0.0499468650371945
