snapshot_date,slug,name,type,openalex_id,ror_id,works_count,cited_by_count,h_index,i10_index,two_yr_mean_citedness
2026-07-18,uk-aachen,Universitätsklinikum Aachen,hospital,I4210120689,02gm5zw39,21737,1241644,347,18119,2.98640483383686
