snapshot_date,slug,year,oa_status,ca_works
2026-08-10,tu-dresden,2025,hybrid,836
2026-08-10,tu-dresden,2025,gold,755
2026-08-10,tu-dresden,2025,closed,630
2026-08-10,tu-dresden,2025,green,269
2026-08-10,tu-dresden,2025,diamond,112
2026-08-10,tu-dresden,2025,bronze,52
