snapshot_date,slug,name,type,openalex_id,ror_id,works_count,cited_by_count,h_index,i10_index,two_yr_mean_citedness
2026-07-18,uk-dresden,University Hospital Carl Gustav Carus,hospital,I4210162051,04za5zm41,25127,1870751,390,28949,4.51402737350591
