snapshot_date,slug,name,type,openalex_id,ror_id,works_count,cited_by_count,h_index,i10_index,two_yr_mean_citedness
2026-07-18,tib,Technische Informationsbibliothek (TIB),library,I2802635041,04aj4c181,5074,19310,59,448,0.596442185514612
